process,Start,Finish,Priority,wait_time,Turnaround_time,Response_time
0,0,2,30,0,2,0
0,2,4,30,0,2,-2
1,4,6,35,2,4,-2
0,6,8,30,2,4,-4
2,8,10,36,4,6,-4
1,10,12,35,6,8,-4
3,12,14,20,6,8,-6
2,14,15,36,8,9,-6
